,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Pickup Lat,Pickup Long,Destination Lat,Destination Long,No_Of_Orders,Age,Average_Rating,No_of_Ratings,User Id (num),Rider Id (num),Time from Pickup to Arrival
4074,3,Business,24,5,14:12:35,24,5,14:16:09,24,5,14:16:34,24,5,14:35:27,24,5,15:01:39,15,22.8,-1.2283403,36.8822756,-1.2551895,36.7822034,231,139,14.5,25,2412,788,1572
4075,1,Personal,14,1,13:29:34,14,1,13:32:55,14,1,13:59:41,14,1,14:05:45,14,1,14:18:30,3,25.7,-1.2934675,36.7659545,-1.2860203000000001,36.7832538,2312,1082,14.1,370,2324,279,765
4076,3,Business,31,3,11:56:40,31,3,11:56:59,31,3,12:00:32,31,3,12:36:33,31,3,13:13:05,21,24.8,-1.2551895,36.7822034,-1.3632162,36.9108253,721,635,14.4,69,323,38,2192
4077,3,Business,22,1,12:17:38,22,1,12:18:04,22,1,12:21:31,22,1,12:30:39,22,1,13:07:11,20,25.0,-1.2536041999999998,36.806489500000005,-1.3094447,36.9107706,1988,972,14.3,358,136,45,2192
4078,3,Personal,22,2,14:08:11,22,2,14:09:38,22,2,14:30:07,22,2,14:39:26,22,2,15:15:37,17,21.5,-1.3122473999999997,36.8728544,-1.2527374,36.7776152,593,966,14.3,237,848,742,2171
4079,3,Business,24,3,15:05:04,24,3,15:06:21,24,3,15:13:30,24,3,15:17:48,24,3,15:50:03,8,18.5,-1.2551895,36.7822034,-1.295156,36.809430600000006,153,584,14.4,20,3222,775,1935
4080,2,Personal,23,4,16:44:58,23,4,16:45:11,23,4,16:53:44,23,4,17:06:58,23,4,17:50:29,20,20.2,-1.271996,36.826296,-1.3610501,36.7520889,2104,1149,14.3,525,530,449,2611
4081,3,Business,8,5,11:54:30,8,5,11:55:03,8,5,12:01:33,8,5,12:12:01,8,5,12:18:24,1,24.1,-1.2561334,36.7990458,-1.2584143,36.8048002,134,378,13.7,22,3201,540,383
4082,3,Business,6,5,12:20:00,6,5,13:26:21,6,5,13:38:31,6,5,13:54:00,6,5,14:06:43,4,22.4,-1.2950044,36.7512209,-1.2963097,36.7688221,149,859,14.5,45,661,140,763
4083,3,Business,1,4,11:27:46,1,4,11:28:30,1,4,11:36:14,1,4,11:45:03,1,4,12:22:44,20,,-1.2616841,36.801999,-1.369541,36.907455,874,1393,13.7,215,20,578,2261
4084,3,Business,14,4,15:16:03,14,4,15:18:41,14,4,15:22:37,14,4,15:28:58,14,4,15:47:31,6,27.4,-1.2571472,36.795063299999995,-1.2985749,36.8088,2568,966,14.1,351,3064,937,1113
4085,3,Business,27,4,12:38:52,27,4,12:54:05,27,4,13:17:55,27,4,13:51:01,27,4,14:33:24,18,23.8,-1.3393547,36.8910035,-1.2600926000000001,36.8088685,4916,1641,14.1,1366,3291,416,2543
4086,3,Business,30,2,13:53:41,30,2,14:04:34,30,2,14:15:10,30,2,14:20:24,30,2,14:44:02,7,,-1.2495931,36.80650870000001,-1.2958383,36.8073162,432,271,13.8,62,1205,484,1418
4087,3,Business,16,4,09:55:09,16,4,09:55:38,16,4,10:15:02,16,4,10:30:17,16,4,10:57:38,11,,-1.2333206,36.8304981,-1.300921,36.828195,1704,1658,14.3,686,435,143,1641
4088,1,Personal,9,4,17:14:10,9,4,17:15:33,9,4,17:52:09,9,4,18:10:10,9,4,18:26:47,3,23.0,-1.2739208,36.8310153,-1.2859576000000001,36.8197604,284,758,14.6,82,3123,229,997
4089,3,Business,14,4,10:45:01,14,4,11:05:34,14,4,11:16:07,14,4,11:18:56,14,4,11:36:45,9,23.6,-1.2726506000000002,36.7960153,-1.3082781,36.831651,1275,497,14.8,119,1642,205,1069
4090,3,Business,10,5,14:35:49,10,5,14:38:11,10,5,14:38:37,10,5,14:54:38,10,5,15:20:42,18,,-1.177202,36.8351183,-1.300921,36.828195,419,312,13.3,61,2982,61,1564
4091,2,Personal,25,2,10:35:41,25,2,10:35:58,25,2,10:50:47,25,2,10:56:37,25,2,11:42:37,15,23.9,-1.2243841,36.8024757,-1.312475,36.8225778,730,740,13.8,71,892,882,2760
4092,2,Personal,22,2,10:40:58,22,2,10:42:24,22,2,10:56:00,22,2,10:59:40,22,2,11:26:22,7,19.2,-1.2735236,36.7992196,-1.3004311000000002,36.7524273,1637,1309,13.8,549,87,432,1602
4093,3,Business,22,1,10:21:29,22,1,10:22:24,22,1,10:31:23,22,1,11:04:08,22,1,11:23:40,13,25.1,-1.307143,36.825009,-1.228911,36.881876,429,577,13.0,13,2069,878,1172
4094,3,Business,28,5,10:31:06,28,5,10:31:15,28,5,10:42:26,28,5,10:58:01,28,5,11:09:09,3,23.8,-1.2584143,36.8048002,-1.2551895,36.7822034,364,449,14.1,19,246,275,668
4095,3,Business,26,2,15:17:11,26,2,15:17:42,26,2,15:22:08,26,2,15:53:29,26,2,15:54:31,8,29.5,-1.2551895,36.7822034,-1.2964547,36.81781229999999,364,449,14.1,19,3686,275,62
4096,3,Business,27,4,14:49:52,27,4,15:07:43,27,4,15:22:20,27,4,15:27:44,27,4,15:27:53,2,25.3,-1.281754,36.8324229,-1.28878,36.8168312,2931,1170,14.2,586,2587,284,9
4097,3,Business,8,5,15:11:05,8,5,15:11:37,8,5,15:27:26,8,5,15:31:36,8,5,16:39:31,20,27.0,-1.2551895,36.7822034,-1.3450912,36.897266200000004,1275,497,14.8,119,3686,205,4075
4098,3,Business,11,5,12:05:11,11,5,12:55:45,11,5,13:11:32,11,5,13:15:46,11,5,13:40:19,6,20.9,-1.2551895,36.7822034,-1.2844013,36.8227553,1035,446,12.6,93,2216,831,1473
4099,3,Business,9,5,09:10:30,9,5,09:11:34,9,5,09:39:14,9,5,09:48:40,9,5,09:58:20,3,20.4,-1.2519787,36.780649100000005,-1.2622145,36.8087391,1299,986,13.1,287,3557,101,580
4100,1,Business,4,4,19:41:10,4,4,19:44:12,4,4,20:33:00,4,4,20:38:07,4,4,21:45:59,18,,-1.2551895,36.7822034,-1.3327068000000002,36.77972379999999,874,1393,13.7,215,1878,578,4072
4101,3,Business,28,6,11:05:18,28,6,11:06:42,28,6,11:07:15,28,6,11:55:51,28,6,12:17:54,6,23.8,-1.2482781,36.884091999999995,-1.2241625,36.8851115,2374,2125,13.7,501,2174,307,1323
4102,3,Business,3,1,13:56:42,3,1,14:22:17,3,1,14:50:37,3,1,15:03:16,3,1,15:25:48,12,23.2,-1.3302996,36.8707935,-1.262492,36.80388370000001,613,460,12.5,65,3599,25,1352
4103,3,Business,16,5,13:52:17,16,5,13:55:27,16,5,13:55:40,16,5,14:01:26,16,5,14:45:05,14,,-1.3177546999999998,36.8303703,-1.306378,36.7519845,5588,2638,13.5,200,2521,157,2619
4104,1,Personal,28,4,09:27:16,28,4,09:27:52,28,4,09:36:29,28,4,09:40:19,28,4,09:51:37,5,,-1.25537,36.7756,-1.2613754,36.795771,2719,2326,13.7,681,1601,795,678
4105,3,Business,3,4,10:33:12,3,4,10:33:15,3,4,10:35:22,3,4,11:15:38,3,4,13:00:02,28,23.7,-1.2482781,36.884091999999995,-1.391222,36.760676000000004,2374,2125,13.7,501,2174,307,6264
4106,3,Business,23,6,11:56:23,23,6,11:56:38,23,6,11:57:20,23,6,12:24:27,23,6,12:28:58,3,,-1.2584143,36.8048002,-1.2615888000000002,36.7928732,2761,1749,13.2,673,2828,446,271
4107,3,Business,20,1,10:27:07,20,1,10:27:53,20,1,10:45:42,20,1,11:05:29,20,1,11:12:07,4,,-1.3167113000000001,36.8301563,-1.3004062,36.829741,154,225,15.0,9,393,710,398
4108,3,Business,7,4,17:00:45,7,4,17:01:28,7,4,17:11:47,7,4,17:25:57,7,4,17:25:59,4,25.7,-1.2726389999999999,36.794723,-1.2765492,36.7669809,5217,2237,14.5,667,3647,295,2
4109,3,Business,6,3,10:21:22,6,3,10:24:31,6,3,10:35:16,6,3,10:42:36,6,3,10:54:40,7,22.6,-1.307143,36.825009,-1.331619,36.847976,288,556,13.7,27,1796,114,724
4110,1,Personal,15,6,08:57:44,15,6,08:58:32,15,6,09:10:03,15,6,09:18:40,15,6,09:20:33,2,17.7,-1.2668093,36.7966542,-1.2676091,36.786255499999996,2914,1556,14.2,925,1552,172,113
4111,3,Business,14,3,15:06:23,14,3,16:02:35,14,3,16:17:40,14,3,16:21:02,14,3,16:46:33,7,25.7,-1.2551895,36.7822034,-1.2830276000000003,36.8297516,442,1375,13.2,80,3686,554,1531
4112,3,Business,13,3,09:45:14,13,3,09:52:13,13,3,10:12:01,13,3,10:18:28,13,3,11:29:12,11,20.4,-1.2803666999999999,36.8247756,-1.2283403,36.8822756,192,368,14.4,11,3491,311,4244
4113,3,Business,3,4,13:02:37,3,4,13:03:02,3,4,13:16:11,3,4,13:22:34,3,4,13:45:11,10,23.3,-1.225322,36.80855,-1.2885315,36.8230419,1402,1443,13.6,258,788,31,1357
4114,3,Business,5,5,15:49:04,5,5,15:56:11,5,5,16:05:08,5,5,16:12:59,5,5,16:27:58,8,26.4,-1.2566078,36.7832089,-1.2879697,36.8020506,903,824,14.0,122,3718,427,899
4115,3,Business,30,4,14:46:18,30,4,14:46:38,30,4,14:48:19,30,4,15:10:08,30,4,15:10:12,2,20.8,-1.2551895,36.7822034,-1.2561334,36.7990458,2187,853,13.1,60,496,881,4
4116,3,Business,30,3,09:36:30,30,3,09:38:13,30,3,10:25:29,30,3,10:31:43,30,3,11:15:26,5,19.8,-1.2760462,36.807469700000006,-1.2918246,36.801584999999996,1693,1110,13.5,219,3127,456,2623
4117,1,Personal,21,1,15:22:34,21,1,15:22:38,21,1,15:46:39,21,1,15:49:43,21,1,16:16:58,10,21.7,-1.279285,36.8255639,-1.3314446000000002,36.8264081,705,874,14.3,176,3749,116,1635
4118,3,Business,8,5,12:42:44,8,5,12:45:59,8,5,12:49:53,8,5,12:57:48,8,5,13:23:13,8,24.0,-1.3167113000000001,36.8301563,-1.2770708,36.8231093,1062,573,13.2,100,393,660,1525
4119,3,Business,16,4,16:08:40,16,4,16:25:37,16,4,16:52:14,16,4,17:03:05,16,4,17:49:31,21,,-1.3700383,36.9190174,-1.2917868000000001,36.7872675,1591,801,14.1,187,1966,519,2786
4120,3,Business,9,4,12:00:03,9,4,12:01:04,9,4,12:10:06,9,4,12:51:49,9,4,13:19:12,18,,-1.1924678,36.7880546,-1.2977968999999998,36.8104085,4402,1090,14.3,1301,1544,812,1643
4121,3,Business,24,1,17:16:56,24,1,17:17:06,24,1,17:25:00,24,1,17:29:32,24,1,18:02:35,11,24.4,-1.263987,36.798891,-1.2297202,36.881950700000004,2584,854,14.2,304,3491,72,1983
4122,1,Personal,17,5,14:24:12,17,5,14:25:19,17,5,14:35:17,17,5,14:38:11,17,5,15:06:41,6,20.0,-1.2853860000000001,36.8304605,-1.2940713,36.7890758,15,698,0.0,0,3610,552,1710
4123,3,Business,27,1,15:50:52,27,1,15:51:52,27,1,15:55:16,27,1,16:33:26,27,1,16:33:31,8,,-1.2602337,36.79905479999999,-1.2544269,36.750729299999996,220,167,14.7,30,635,491,5
4124,3,Business,12,3,11:40:35,12,3,11:41:06,12,3,11:50:15,12,3,12:10:25,12,3,12:34:50,4,23.2,-1.2663351,36.8099425,-1.2551895,36.7822034,705,874,14.3,176,1017,116,1465
4125,1,Personal,12,6,20:42:21,12,6,20:42:45,12,6,21:08:24,12,6,21:17:29,12,6,21:52:24,20,19.8,-1.2691211000000002,36.824380600000005,-1.3673224,36.916197499999996,3464,1304,13.4,950,2133,95,2095
4126,3,Business,21,2,09:16:56,21,2,09:17:39,21,2,09:25:44,21,2,09:27:21,21,2,09:42:05,4,,-1.2551895,36.7822034,-1.2753108999999998,36.8130185,1689,1811,14.0,334,3080,520,884
4127,3,Business,14,3,14:36:18,14,3,14:46:50,14,3,14:59:34,14,3,15:02:04,14,3,15:22:17,10,25.7,-1.2862033000000002,36.8152966,-1.3263004999999999,36.8637914,1402,1443,13.6,258,972,31,1213
4128,3,Personal,28,4,11:19:07,28,4,11:19:21,28,4,11:20:42,28,4,11:32:17,28,4,12:26:36,9,28.0,-1.2551895,36.7822034,-1.2948751,36.7938907,2718,1160,13.7,460,3378,876,3259
4129,1,Personal,3,1,10:02:12,3,1,10:02:43,3,1,10:05:18,3,1,10:12:30,3,1,10:45:30,14,15.2,-1.2697141,36.798177700000004,-1.2143386999999999,36.7914548,1383,957,14.0,265,1965,620,1980
4130,3,Business,14,5,14:08:34,14,5,14:09:01,14,5,14:11:47,14,5,14:21:29,14,5,14:37:13,7,23.2,-1.3167113000000001,36.8301563,-1.3083266000000002,36.8494756,731,198,13.3,54,1146,211,944
4131,3,Business,10,1,09:33:05,10,1,09:34:20,10,1,09:49:15,10,1,09:55:57,10,1,11:11:20,16,16.5,-1.3104506,36.8687235,-1.2674273999999999,36.787082700000006,2015,1225,14.1,312,2801,195,4523
4132,3,Business,2,3,13:54:53,2,3,13:55:12,2,3,14:00:44,2,3,14:09:38,2,3,14:41:49,20,26.2,-1.2860183,36.8975338,-1.3472066,36.7692638,1402,1443,13.6,258,2989,31,1931
4133,3,Business,12,5,13:14:58,12,5,13:18:03,12,5,13:45:40,12,5,13:51:25,12,5,14:26:14,9,,-1.2828186000000001,36.823279799999995,-1.2887613000000002,36.77305379999999,1023,294,14.2,145,3418,709,2089
4134,1,Personal,7,6,11:38:17,7,6,12:54:37,7,6,13:11:39,7,6,13:17:03,7,6,13:36:56,8,19.2,-1.3178263000000001,36.7141818,-1.2885712999999999,36.764981799999994,106,827,13.7,37,3499,636,1193
4135,3,Business,12,5,10:27:57,12,5,10:28:21,12,5,10:39:23,12,5,10:53:21,12,5,11:09:09,12,26.3,-1.3210188999999999,36.841055100000005,-1.369541,36.907455,261,270,13.5,29,2066,126,948
4136,3,Business,7,2,11:10:55,7,2,11:11:17,7,2,11:16:43,7,2,11:41:19,7,2,12:23:56,16,,-1.300921,36.828195,-1.3760172,36.7412505,3529,1218,13.4,905,1245,581,2557
4137,3,Business,27,2,14:27:37,27,2,14:33:56,27,2,14:38:58,27,2,15:20:18,27,2,15:28:18,5,25.4,-1.3004062,36.829741,-1.3177546999999998,36.8303703,4088,2257,14.1,799,3149,555,480
4138,3,Business,13,1,14:33:01,13,1,14:42:44,13,1,14:48:51,13,1,14:52:26,13,1,15:28:08,14,,-1.2726506000000002,36.7960153,-1.323615,36.700475,526,286,13.6,70,685,177,2142
4139,2,Personal,8,5,15:21:34,8,5,15:35:20,8,5,15:35:56,8,5,15:57:03,8,5,16:23:54,8,21.3,-1.2738167,36.8157821,-1.275442,36.766020700000006,1601,1337,13.7,441,2113,379,1611
4140,3,Business,14,5,14:43:26,14,5,14:43:47,14,5,14:55:08,14,5,15:07:33,14,5,15:21:13,7,23.2,-1.2932786,36.7834311,-1.2551895,36.7822034,1963,1091,13.9,576,3338,315,820
4141,3,Business,9,2,12:15:58,9,2,12:16:34,9,2,12:20:15,9,2,12:29:09,9,2,12:50:37,4,26.9,-1.2551895,36.7822034,-1.269534,36.80697,2588,1285,13.3,576,2164,630,1288
4142,3,Business,29,5,11:47:01,29,5,11:48:01,29,5,12:17:03,29,5,12:21:49,29,5,13:23:09,11,26.9,-1.300921,36.828195,-1.2697200000000002,36.765853299999996,209,254,14.5,22,265,507,3680
4143,3,Business,10,1,14:32:56,10,1,14:34:12,10,1,14:42:03,10,1,14:47:26,10,1,14:54:02,3,18.1,-1.2584143,36.8048002,-1.2551895,36.7822034,2568,966,14.1,351,2956,937,396
4144,3,Business,14,5,09:39:54,14,5,11:48:50,14,5,11:56:57,14,5,12:00:07,14,5,12:11:33,2,21.7,-1.2551895,36.7822034,-1.2580991000000001,36.794151899999996,4585,2107,14.3,978,2523,566,686
4145,1,Personal,26,3,12:28:20,26,3,12:28:43,26,3,12:45:44,26,3,13:26:24,26,3,13:31:56,25,24.2,-1.1891303,36.896427,-1.286622,36.756370000000004,705,740,14.1,111,1349,387,332
4146,1,Personal,8,3,11:46:46,8,3,11:46:55,8,3,11:51:32,8,3,11:55:18,8,3,12:13:37,7,22.0,-1.2699441999999999,36.8206553,-1.2951264,36.798382000000004,682,744,14.5,119,3334,754,1099
4147,3,Business,13,1,09:15:23,13,1,09:18:07,13,1,09:18:55,13,1,09:32:38,13,1,09:53:01,6,,-1.2551895,36.7822034,-1.2721619,36.769064799999995,2110,1225,13.8,491,2523,215,1223
4148,2,Personal,6,6,14:35:48,6,6,14:37:43,6,6,14:48:38,6,6,14:50:48,6,6,15:02:25,6,28.2,-1.2839026000000002,36.80893,-1.274377,36.770452,1465,719,14.3,130,1306,622,697
4149,3,Business,1,5,10:22:22,1,5,10:23:22,1,5,10:32:09,1,5,10:45:49,1,5,11:43:20,12,28.4,-1.2991441000000001,36.7528804,-1.3004062,36.829741,2067,1745,14.3,547,633,156,3451
4150,3,Business,5,1,17:55:04,5,1,17:55:24,5,1,18:02:00,5,1,18:15:03,5,1,18:42:43,10,24.2,-1.3014461000000002,36.7661381,-1.2527958000000001,36.8003131,1875,900,14.3,442,3689,105,1660
4151,3,Business,12,2,17:58:50,12,2,18:00:43,12,2,18:01:13,12,2,18:10:22,12,2,18:17:43,2,28.3,-1.2551895,36.7822034,-1.2584143,36.8048002,2187,853,13.1,60,830,881,441
4152,3,Business,19,3,15:54:36,19,3,15:59:36,19,3,16:59:32,19,3,17:03:04,19,3,18:20:53,5,22.6,-1.2584143,36.8048002,-1.2857548,36.819062,1133,2006,14.1,178,2956,86,4669
4153,1,Personal,28,6,15:48:58,28,6,15:50:37,28,6,16:19:52,28,6,16:30:04,28,6,16:47:06,3,24.8,-1.3090663,36.813686499999996,-1.3257299999999999,36.801356,127,861,13.6,34,610,939,1022
4154,3,Business,2,4,11:53:14,2,4,11:53:47,2,4,11:58:45,2,4,12:07:43,2,4,12:23:39,6,,-1.3046007,36.821174299999996,-1.265981,36.793612100000004,958,307,13.2,99,3420,106,956
4155,3,Business,1,1,10:03:48,1,1,10:04:00,1,1,10:09:39,1,1,10:11:03,1,1,10:28:53,17,18.3,-1.2862033000000002,36.8152966,-1.341891,36.761269,1830,982,14.3,423,972,74,1070
4156,3,Business,30,3,12:32:35,30,3,12:33:38,30,3,12:34:14,30,3,12:50:18,30,3,13:02:18,4,25.2,-1.3167113000000001,36.8301563,-1.3004062,36.829741,928,494,14.3,43,517,523,720
4157,1,Personal,29,2,15:58:54,29,2,16:01:06,29,2,16:19:32,29,2,16:21:42,29,2,16:39:28,11,23.9,-1.3052671999999998,36.753853899999996,-1.3516579,36.729836299999995,680,982,14.0,207,3506,103,1066
4158,2,Personal,17,3,13:19:59,17,3,13:35:30,17,3,13:43:46,17,3,14:03:38,17,3,15:04:45,39,28.3,-1.4289319999999999,36.963932,-1.3192808,36.7121888,4933,1638,14.2,1086,258,692,3667
4159,3,Business,18,1,16:14:02,18,1,16:14:36,18,1,16:23:54,18,1,16:26:53,18,1,16:39:05,5,30.6,-1.2825816,36.8092346,-1.2571472,36.795063299999995,1465,719,14.3,130,186,622,732
4160,3,Business,22,4,12:21:49,22,4,12:24:51,22,4,13:00:46,22,4,13:06:09,22,4,13:13:47,2,22.5,-1.2862033000000002,36.8152966,-1.2859714,36.8056536,788,572,14.2,72,972,237,458
4161,3,Business,18,5,13:53:24,18,5,14:06:52,18,5,14:20:49,18,5,14:23:26,18,5,14:43:26,11,24.5,-1.2964396,36.7760609,-1.2626906,36.7827022,308,971,13.8,114,649,782,1200
4162,1,Personal,21,5,13:08:52,21,5,13:09:01,21,5,13:33:11,21,5,13:44:12,21,5,14:11:27,15,27.2,-1.2658334999999998,36.804286700000006,-1.2540928,36.69782,635,674,12.0,35,1890,328,1635
4163,3,Business,25,5,10:00:35,25,5,10:45:44,25,5,10:53:18,25,5,11:25:00,25,5,11:45:47,10,26.6,-1.3004062,36.829741,-1.2991441000000001,36.7528804,4088,2257,14.1,799,867,555,1247
4164,3,Business,18,5,15:09:46,18,5,15:12:13,18,5,15:26:36,18,5,15:35:26,18,5,16:06:31,9,27.0,-1.2628638,36.8070399,-1.2326041,36.8009029,637,1069,13.8,45,714,518,1865
4165,2,Personal,3,5,09:00:24,3,5,09:00:35,3,5,09:14:34,3,5,09:17:02,3,5,09:42:22,9,17.2,-1.2916155,36.84079129999999,-1.264788,36.7883897,2357,813,14.4,406,342,194,1520
4166,3,Business,22,2,15:08:21,22,2,15:09:15,22,2,15:22:55,22,2,15:31:03,22,2,16:03:11,16,21.3,-1.2626906,36.7827022,-1.312745,36.875715,1383,957,14.0,265,1724,620,1928
4167,3,Business,8,2,10:53:09,8,2,10:53:17,8,2,10:57:02,8,2,11:07:09,8,2,11:44:16,20,23.4,-1.2551895,36.7822034,-1.3586568,36.911681200000004,1730,1075,13.8,236,2523,647,2227
4168,3,Business,19,4,14:24:58,19,4,14:25:08,19,4,14:30:38,19,4,14:37:05,19,4,15:06:57,17,20.4,-1.3463041999999998,36.768164,-1.2551895,36.7822034,1337,875,14.2,243,2989,726,1792
4169,3,Business,1,1,13:20:43,1,1,13:21:10,1,1,13:31:24,1,1,13:33:38,1,1,14:06:37,18,,-1.3339943,36.7263409,-1.305087,36.862673,998,733,14.6,130,966,548,1979
4170,3,Business,23,5,10:45:09,23,5,11:59:11,23,5,12:16:28,23,5,12:23:04,23,5,12:56:13,8,24.3,-1.2909536,36.8407162,-1.2571472,36.795063299999995,2730,2118,14.4,666,3295,769,1989
4171,3,Business,6,1,16:15:59,6,1,16:26:33,6,1,16:40:57,6,1,17:00:11,6,1,17:37:37,16,,-1.300921,36.828195,-1.3882008,36.7699445,3399,1869,13.5,1270,3517,325,2246
4172,3,Business,5,2,11:56:58,5,2,11:57:46,5,2,12:11:02,5,2,12:13:04,5,2,13:05:03,10,21.6,-1.2584143,36.8048002,-1.2413316,36.878552500000005,342,875,13.8,133,2956,752,3119
4173,3,Business,5,4,15:34:30,5,4,15:35:12,5,4,15:50:16,5,4,15:51:55,5,4,16:26:35,14,22.2,-1.316961,36.820337,-1.3123977,36.902807,2451,1821,14.0,1101,2066,347,2080
4174,3,Business,29,4,18:32:44,29,4,18:32:48,29,4,18:32:54,29,4,18:34:09,29,4,18:43:09,6,20.8,-1.273056,36.811298,-1.2623805000000001,36.7805404,3036,1426,14.2,955,1329,345,540
4175,3,Business,9,6,11:14:38,9,6,11:14:48,9,6,11:15:01,9,6,11:24:32,9,6,11:24:37,5,24.7,-1.3167113000000001,36.8301563,-1.3077869,36.844320700000004,7056,2047,13.3,411,517,619,5
4176,3,Business,8,5,10:16:43,8,5,10:19:46,8,5,10:31:31,8,5,10:38:55,8,5,10:54:12,4,,-1.316961,36.820337,-1.3083582,36.837903600000004,2241,2809,14.3,313,2066,905,917
4177,3,Business,12,5,14:09:58,12,5,14:13:40,12,5,14:13:54,12,5,15:10:13,12,5,15:20:50,4,,-1.3167113000000001,36.8301563,-1.3004062,36.829741,4048,1844,14.2,1078,393,331,637
4178,1,Personal,6,5,15:46:06,6,5,15:47:27,6,5,16:02:09,6,5,16:04:50,6,5,16:15:54,8,22.6,-1.2924639,36.77957979999999,-1.2671001,36.7977185,390,986,14.0,142,789,312,664
4179,3,Business,29,3,11:44:14,29,3,11:44:37,29,3,11:48:20,29,3,11:59:43,29,3,12:53:02,10,,-1.3081376,36.83297720000001,-1.2602337,36.79905479999999,536,157,13.7,55,635,158,3199
4180,3,Business,24,6,10:54:01,24,6,10:55:31,24,6,11:05:20,24,6,11:22:22,24,6,11:51:53,13,24.1,-1.2664852,36.7919817,-1.2146739,36.8560568,1753,1011,13.8,472,893,574,1771
4181,3,Business,1,1,11:50:24,1,1,12:13:59,1,1,12:33:34,1,1,12:52:42,1,1,13:02:18,6,,-1.272828,36.816608,-1.2628473,36.781805,419,312,13.3,61,3283,61,576
4182,3,Business,29,5,10:23:58,29,5,10:26:06,29,5,10:39:34,29,5,11:19:13,29,5,11:19:16,10,26.7,-1.3004062,36.829741,-1.2991441000000001,36.7528804,209,254,14.5,22,1363,507,3
4183,3,Business,16,3,13:03:37,16,3,13:03:43,16,3,13:06:29,16,3,13:17:18,16,3,13:29:25,7,24.2,-1.279395,36.825364,-1.2626906,36.7827022,593,966,14.3,237,2200,742,727
4184,3,Personal,9,4,10:55:37,9,4,10:55:55,9,4,10:56:07,9,4,11:03:45,9,4,11:15:25,6,,-1.2890399,36.8164942,-1.2929747,36.76463579999999,626,307,13.5,54,2908,564,700
4185,3,Business,2,2,09:05:17,2,2,09:07:35,2,2,09:17:51,2,2,09:26:41,2,2,09:41:31,9,20.6,-1.2551895,36.7822034,-1.2786703000000001,36.826044,2412,787,14.3,309,2523,383,890
4186,3,Business,25,4,14:29:39,25,4,14:30:10,25,4,14:42:31,25,4,14:52:44,25,4,15:19:04,13,,-1.225322,36.80855,-1.2506561,36.7522989,2584,854,14.2,304,909,72,1580
4187,3,Personal,4,3,12:41:20,4,3,12:41:54,4,3,13:19:47,4,3,13:25:31,4,3,14:05:22,18,16.8,-1.3253826000000002,36.8822315,-1.2730895,36.8374777,248,1393,13.5,92,469,494,2391
4188,3,Business,20,2,08:11:54,20,2,08:12:14,20,2,08:20:54,20,2,08:24:34,20,2,08:43:53,10,18.9,-1.2836583000000001,36.7886014,-1.2664227,36.7453671,2761,1749,13.2,673,3621,446,1159
4189,3,Business,10,3,09:45:44,10,3,09:45:58,10,3,09:46:33,10,3,10:03:02,10,3,10:11:54,5,21.6,-1.2551895,36.7822034,-1.2619185,36.759662,2385,1276,13.3,559,2523,108,532
4190,3,Business,6,3,13:34:50,6,3,13:37:32,6,3,13:48:31,6,3,14:01:28,6,3,14:24:01,14,,-1.207546,36.7913976,-1.2584143,36.8048002,6728,2702,13.9,2027,2956,669,1353
4191,3,Business,18,1,11:20:41,18,1,11:21:55,18,1,11:53:19,18,1,11:56:09,18,1,12:07:16,5,28.1,-1.3040812,36.7924217,-1.2890715,36.8157588,4655,3202,13.4,1223,2330,223,667
4192,3,Business,24,5,16:20:19,24,5,16:59:29,24,5,17:01:28,24,5,17:04:53,24,5,17:41:02,9,20.2,-1.273056,36.811298,-1.3226514999999999,36.819568200000006,1486,454,14.2,151,1329,576,2169
4193,3,Business,27,2,13:01:23,27,2,13:01:42,27,2,13:02:12,27,2,13:18:17,27,2,13:37:46,6,23.7,-1.3016417,36.8271679,-1.3229345,36.8566974,648,2157,13.7,18,635,920,1169
4194,3,Business,7,1,10:00:12,7,1,10:04:51,7,1,10:12:43,7,1,10:15:29,7,1,10:38:40,8,18.2,-1.2857671,36.7875614,-1.2559559999999999,36.789867,2087,1033,14.1,641,2691,216,1391
4195,2,Personal,9,1,17:58:01,9,1,18:00:05,9,1,18:03:48,9,1,18:11:03,9,1,18:22:08,3,20.3,-1.2840353999999998,36.786742700000005,-1.3007345,36.7741017,1133,2006,14.1,178,1084,86,665
4196,3,Business,8,6,14:58:25,8,6,16:08:34,8,6,16:16:15,8,6,16:22:09,8,6,16:48:30,6,23.3,-1.2859912,36.8756811,-1.2765736,36.851364600000004,2668,956,14.4,453,2100,849,1581
4197,3,Business,4,1,14:53:41,4,1,14:54:09,4,1,14:55:44,4,1,15:04:46,4,1,15:08:59,3,28.8,-1.2595421999999998,36.7871178,-1.2559559999999999,36.772901,2734,1192,13.8,535,2801,258,253
